    0.230000000000000000E+02    0.750000000000000000E+02    0.400000000000000000E+02   -0.283509974261950958E+03
    0.700000000000000000E+01    0.460000000000000000E+02    0.120000000000000000E+03   -0.282228670485808721E+03
    0.140000000000000000E+02    0.380000000000000000E+02    0.860000000000000000E+02   -0.281678151639516443E+03
    0.800000000000000000E+01    0.800000000000000000E+02    0.600000000000000000E+01   -0.281639137257062544E+03
    0.240000000000000000E+02    0.900000000000000000E+01    0.700000000000000000E+01   -0.281572858115156180E+03
    0.310000000000000000E+02    0.600000000000000000E+02    0.110000000000000000E+02   -0.281124660664662429E+03
    0.900000000000000000E+01    0.530000000000000000E+02    0.113000000000000000E+03   -0.280991948613487580E+03
    0.230000000000000000E+02    0.280000000000000000E+02    0.200000000000000000E+02   -0.280859287943771449E+03
    0.900000000000000000E+01    0.500000000000000000E+01    0.500000000000000000E+01   -0.280779362325511556E+03
    0.290000000000000000E+02    0.600000000000000000E+02    0.000000000000000000E+00   -0.280481291442888448E+03
    0.800000000000000000E+01    0.700000000000000000E+01    0.110000000000000000E+02   -0.280173396967175620E+03
    0.100000000000000000E+01    0.610000000000000000E+02    0.960000000000000000E+02   -0.280006456023093165E+03
    0.100000000000000000E+01    0.290000000000000000E+02    0.310000000000000000E+02   -0.279972093326226400E+03
    0.280000000000000000E+02    0.580000000000000000E+02    0.000000000000000000E+00   -0.279929128065061946E+03
    0.280000000000000000E+02    0.530000000000000000E+02    0.120000000000000000E+02   -0.279863579866706687E+03
    0.270000000000000000E+02    0.610000000000000000E+02    0.120000000000000000E+02   -0.279845648401913309E+03
    0.240000000000000000E+02    0.410000000000000000E+02    0.800000000000000000E+01   -0.279803016212374359E+03
    0.300000000000000000E+01    0.170000000000000000E+02    0.260000000000000000E+02   -0.279795715392098145E+03
    0.170000000000000000E+02    0.220000000000000000E+02    0.630000000000000000E+02   -0.279727275469921040E+03
    0.180000000000000000E+02    0.110000000000000000E+02    0.400000000000000000E+02   -0.279605030425190080E+03
    0.260000000000000000E+02    0.560000000000000000E+02    0.310000000000000000E+02   -0.279529171759024621E+03
    0.200000000000000000E+02    0.280000000000000000E+02    0.370000000000000000E+02   -0.279526592589994095E+03
    0.240000000000000000E+02    0.430000000000000000E+02    0.160000000000000000E+02   -0.279508188010799643E+03
    0.100000000000000000E+01    0.260000000000000000E+02    0.830000000000000000E+02   -0.279337517310922749E+03
    0.900000000000000000E+01    0.190000000000000000E+02    0.300000000000000000E+01   -0.279255992516610434E+03
    0.140000000000000000E+02    0.350000000000000000E+02    0.600000000000000000E+01   -0.279226318639862939E+03
    0.500000000000000000E+01    0.430000000000000000E+02    0.150000000000000000E+02   -0.279195482956929538E+03
    0.170000000000000000E+02    0.670000000000000000E+02    0.620000000000000000E+02   -0.279180926736604249E+03
    0.200000000000000000E+01    0.230000000000000000E+02    0.500000000000000000E+02   -0.279149930811889590E+03
    0.120000000000000000E+02    0.320000000000000000E+02    0.620000000000000000E+02   -0.279118888992564848E+03
    0.210000000000000000E+02    0.650000000000000000E+02    0.550000000000000000E+02   -0.279084138145164900E+03
    0.130000000000000000E+02    0.270000000000000000E+02    0.660000000000000000E+02   -0.279082453192836738E+03
    0.170000000000000000E+02    0.260000000000000000E+02    0.530000000000000000E+02   -0.279078105312848493E+03
    0.160000000000000000E+02    0.440000000000000000E+02    0.720000000000000000E+02   -0.279051303146677469E+03
    0.140000000000000000E+02    0.800000000000000000E+01    0.270000000000000000E+02   -0.279008837176864631E+03
    0.300000000000000000E+01    0.400000000000000000E+02    0.106000000000000000E+03   -0.278954763002468042E+03
    0.180000000000000000E+02    0.510000000000000000E+02    0.800000000000000000E+02   -0.278944565755479061E+03
    0.160000000000000000E+02    0.640000000000000000E+02    0.800000000000000000E+02   -0.278887483256764313E+03
    0.210000000000000000E+02    0.580000000000000000E+02    0.740000000000000000E+02   -0.278885933654659652E+03
    0.240000000000000000E+02    0.610000000000000000E+02    0.100000000000000000E+01   -0.278884634154305559E+03
    0.100000000000000000E+01    0.340000000000000000E+02    0.510000000000000000E+02   -0.278814028058244332E+03
    0.100000000000000000E+02    0.290000000000000000E+02    0.710000000000000000E+02   -0.278807386930858627E+03
    0.600000000000000000E+01    0.240000000000000000E+02    0.850000000000000000E+02   -0.278770790551987261E+03
    0.160000000000000000E+02    0.720000000000000000E+02    0.140000000000000000E+02   -0.278764688370764134E+03
    0.230000000000000000E+02    0.500000000000000000E+02    0.340000000000000000E+02   -0.278756669365851337E+03
    0.100000000000000000E+02    0.280000000000000000E+02    0.380000000000000000E+02   -0.278741453219965592E+03
    0.180000000000000000E+02    0.270000000000000000E+02    0.370000000000000000E+02   -0.278729527229673636E+03
    0.130000000000000000E+02    0.330000000000000000E+02    0.250000000000000000E+02   -0.278720219377730530E+03
    0.130000000000000000E+02    0.670000000000000000E+02    0.680000000000000000E+02   -0.278709765013647427E+03
    0.190000000000000000E+02    0.660000000000000000E+02    0.570000000000000000E+02   -0.278696353584679400E+03
    0.190000000000000000E+02    0.630000000000000000E+02    0.750000000000000000E+02   -0.278693807913589637E+03
    0.190000000000000000E+02    0.150000000000000000E+02    0.310000000000000000E+02   -0.278674169138742229E+03
    0.000000000000000000E+00    0.420000000000000000E+02    0.970000000000000000E+02   -0.278626457556032278E+03
    0.110000000000000000E+02    0.800000000000000000E+01    0.170000000000000000E+02   -0.278622035864150916E+03
    0.700000000000000000E+01    0.180000000000000000E+02    0.600000000000000000E+02   -0.278597762026709574E+03
    0.120000000000000000E+02    0.350000000000000000E+02    0.330000000000000000E+02   -0.278537569350138710E+03
    0.100000000000000000E+02    0.730000000000000000E+02    0.210000000000000000E+02   -0.278531384002656239E+03
    0.180000000000000000E+02    0.120000000000000000E+02    0.290000000000000000E+02   -0.278510748800978718E+03
    0.800000000000000000E+01    0.250000000000000000E+02    0.400000000000000000E+02   -0.278508214720196122E+03
    0.180000000000000000E+02    0.460000000000000000E+02    0.540000000000000000E+02   -0.278498284849837546E+03
    0.220000000000000000E+02    0.590000000000000000E+02    0.600000000000000000E+02   -0.278467960257168443E+03
    0.100000000000000000E+02    0.730000000000000000E+02    0.190000000000000000E+02   -0.278466049660506314E+03
