    0.200000000000000000E+02    0.280000000000000000E+02    0.244000000000000000E+03   -0.189474632990029659E+04   -0.690775511231546968E+01    1
    0.420000000000000000E+02    0.000000000000000000E+00    0.242000000000000000E+03   -0.186030960925173918E+04   -0.690875511231548245E+01    1
    0.540000000000000000E+02    0.900000000000000000E+01    0.243000000000000000E+03   -0.178571659684641349E+04   -0.690975511231547301E+01    1
    0.700000000000000000E+02    0.500000000000000000E+02    0.243000000000000000E+03   -0.178520552095708945E+04   -0.691075511231547601E+01    1
    0.620000000000000000E+02    0.130000000000000000E+02    0.243000000000000000E+03   -0.177671192245809243E+04   -0.691175511231546658E+01    1
    0.740000000000000000E+02    0.500000000000000000E+01    0.243000000000000000E+03   -0.176596665295200251E+04   -0.691275511231547579E+01    1
    0.220000000000000000E+02    0.640000000000000000E+02    0.243000000000000000E+03   -0.174196878984623299E+04   -0.691375511231547435E+01    1
    0.770000000000000000E+02    0.500000000000000000E+02    0.243000000000000000E+03   -0.171509421851528168E+04   -0.691475511231548357E+01    1
    0.370000000000000000E+02    0.500000000000000000E+02    0.243000000000000000E+03   -0.171496428330144317E+04   -0.691575511231552209E+01    1
    0.270000000000000000E+02    0.810000000000000000E+02    0.240000000000000000E+03   -0.166874299330000099E+04   -0.691675511231554463E+01    1
    0.480000000000000000E+02    0.580000000000000000E+02    0.242000000000000000E+03   -0.165645695599249984E+04   -0.691775511231549967E+01    1
    0.690000000000000000E+02    0.480000000000000000E+02    0.242000000000000000E+03   -0.165165174493100108E+04   -0.691875511231549378E+01    1
    0.780000000000000000E+02    0.550000000000000000E+02    0.242000000000000000E+03   -0.161235274808266377E+04   -0.691975511231551454E+01    1
    0.400000000000000000E+02    0.170000000000000000E+02    0.242000000000000000E+03   -0.160124387280382575E+04   -0.692075511231548113E+01    1
    0.630000000000000000E+02    0.420000000000000000E+02    0.242000000000000000E+03   -0.159935256956937428E+04   -0.692175511231547080E+01    1
    0.780000000000000000E+02    0.140000000000000000E+02    0.242000000000000000E+03   -0.159463776589969120E+04   -0.692275511231549334E+01    1
    0.620000000000000000E+02    0.390000000000000000E+02    0.242000000000000000E+03   -0.159267412400209651E+04   -0.692375511231548746E+01    1
    0.140000000000000000E+02    0.100000000000000000E+02    0.241000000000000000E+03   -0.159195452039467136E+04   -0.692475511231548957E+01    1
    0.630000000000000000E+02    0.220000000000000000E+02    0.241000000000000000E+03   -0.155486722472197630E+04   -0.692575511231552365E+01    1
    0.580000000000000000E+02    0.710000000000000000E+02    0.241000000000000000E+03   -0.154869087833996605E+04   -0.692675511231553909E+01    1
    0.140000000000000000E+02    0.220000000000000000E+02    0.241000000000000000E+03   -0.154184012242367294E+04   -0.692775511231552343E+01    1
    0.200000000000000000E+02    0.660000000000000000E+02    0.240000000000000000E+03   -0.150612031518527851E+04   -0.692875511231550334E+01    1
    0.480000000000000000E+02    0.420000000000000000E+02    0.241000000000000000E+03   -0.150247573556419115E+04   -0.692975511231548769E+01    1
    0.620000000000000000E+02    0.500000000000000000E+01    0.239000000000000000E+03   -0.149994921942884866E+04   -0.693075511231546315E+01    1
    0.100000000000000000E+01    0.800000000000000000E+02    0.227000000000000000E+03   -0.148817184049312982E+04   -0.693175511231550789E+01    1
    0.450000000000000000E+02    0.650000000000000000E+02    0.240000000000000000E+03   -0.148447268794793968E+04   -0.693275511231550912E+01    1
    0.300000000000000000E+01    0.690000000000000000E+02    0.236000000000000000E+03   -0.146581891354081154E+04   -0.693375511231550057E+01    1
    0.900000000000000000E+01    0.750000000000000000E+02    0.225000000000000000E+03   -0.146397333932644392E+04   -0.693475511231554709E+01    1
    0.290000000000000000E+02    0.320000000000000000E+02    0.240000000000000000E+03   -0.146171886498019262E+04   -0.693575511231551811E+01    1
    0.470000000000000000E+02    0.480000000000000000E+02    0.240000000000000000E+03   -0.145931625404476995E+04   -0.693675511231548558E+01    1
    0.800000000000000000E+02    0.260000000000000000E+02    0.231000000000000000E+03   -0.145515206357951388E+04   -0.693775511231549125E+01    1
    0.600000000000000000E+01    0.110000000000000000E+02    0.227000000000000000E+03   -0.144957831995198853E+04   -0.693875511231549424E+01    1
    0.120000000000000000E+02    0.800000000000000000E+02    0.237000000000000000E+03   -0.143918040556574124E+04   -0.693975511231547948E+01    1
    0.200000000000000000E+01    0.640000000000000000E+02    0.234000000000000000E+03   -0.143320166102602616E+04   -0.694075511231545761E+01    1
    0.200000000000000000E+02    0.390000000000000000E+02    0.239000000000000000E+03   -0.143131360089384998E+04   -0.694175511231546682E+01    1
    0.680000000000000000E+02    0.100000000000000000E+02    0.221000000000000000E+03   -0.142624962251619331E+04   -0.694275511231551334E+01    1
    0.600000000000000000E+02    0.750000000000000000E+02    0.237000000000000000E+03   -0.142571549434158510E+04   -0.694375511231550835E+01    1
    0.280000000000000000E+02    0.810000000000000000E+02    0.223000000000000000E+03   -0.142526039524793077E+04   -0.694475511231550335E+01    1
    0.100000000000000000E+01    0.700000000000000000E+01    0.230000000000000000E+03   -0.142387697486948036E+04   -0.694575511231551523E+01    1
    0.790000000000000000E+02    0.300000000000000000E+01    0.220000000000000000E+03   -0.141758504419592896E+04   -0.694675511231552090E+01    1
    0.500000000000000000E+01    0.200000000000000000E+01    0.218000000000000000E+03   -0.141261398079623200E+04   -0.694775511231551945E+01    1
    0.260000000000000000E+02    0.420000000000000000E+02    0.239000000000000000E+03   -0.141164658398820507E+04   -0.694875511231547005E+01    1
    0.150000000000000000E+02    0.780000000000000000E+02    0.236000000000000000E+03   -0.140464116380745145E+04   -0.694975511231546506E+01    1
    0.680000000000000000E+02    0.700000000000000000E+02    0.222000000000000000E+03   -0.140121502140571147E+04   -0.695075511231549914E+01    1
    0.500000000000000000E+01    0.100000000000000000E+01    0.300000000000000000E+02   -0.140012723844290008E+04   -0.695175511231552257E+01    1
    0.670000000000000000E+02    0.110000000000000000E+02    0.220000000000000000E+03   -0.139939018318006015E+04   -0.695275511231550336E+01    1
    0.640000000000000000E+02    0.730000000000000000E+02    0.226000000000000000E+03   -0.139838396807283902E+04   -0.695375511231547883E+01    1
    0.770000000000000000E+02    0.180000000000000000E+02    0.220000000000000000E+03   -0.139708459206831253E+04   -0.695475511231550136E+01    1
    0.350000000000000000E+02    0.140000000000000000E+02    0.237000000000000000E+03   -0.139368188545683097E+04   -0.695575511231551680E+01    1
    0.720000000000000000E+02    0.740000000000000000E+02    0.228000000000000000E+03   -0.139356787444569431E+04   -0.695675511231548427E+01    1
    0.730000000000000000E+02    0.400000000000000000E+02    0.236000000000000000E+03   -0.138976324802665567E+04   -0.695775511231548727E+01    1
    0.700000000000000000E+01    0.160000000000000000E+02    0.230000000000000000E+03   -0.138918816834710333E+04   -0.695875511231550270E+01    1
    0.700000000000000000E+02    0.240000000000000000E+02    0.224000000000000000E+03   -0.138866003354406280E+04   -0.695975511231551458E+01    1
    0.370000000000000000E+02    0.740000000000000000E+02    0.224000000000000000E+03   -0.138666421339599151E+04   -0.696075511231551580E+01    1
    0.500000000000000000E+01    0.260000000000000000E+02    0.221000000000000000E+03   -0.138571212979831739E+04   -0.696175511231550104E+01    1
