    0.170000000000000000E+02    0.420000000000000000E+02    0.650000000000000000E+02   -0.249080794128300731E+05
    0.120000000000000000E+02    0.430000000000000000E+02    0.880000000000000000E+02   -0.249078895751143718E+05
    0.800000000000000000E+01    0.330000000000000000E+02    0.300000000000000000E+02   -0.249073985611095777E+05
    0.130000000000000000E+02    0.310000000000000000E+02    0.500000000000000000E+02   -0.249067665654629418E+05
    0.180000000000000000E+02    0.550000000000000000E+02    0.520000000000000000E+02   -0.249065377218810681E+05
    0.180000000000000000E+02    0.360000000000000000E+02    0.300000000000000000E+02   -0.249064756110637427E+05
    0.180000000000000000E+02    0.480000000000000000E+02    0.460000000000000000E+02   -0.249064564035207368E+05
    0.110000000000000000E+02    0.460000000000000000E+02    0.720000000000000000E+02   -0.249063888624142564E+05
    0.210000000000000000E+02    0.590000000000000000E+02    0.160000000000000000E+02   -0.249062599200808254E+05
    0.170000000000000000E+02    0.370000000000000000E+02    0.540000000000000000E+02   -0.249059630517365076E+05
    0.100000000000000000E+02    0.340000000000000000E+02    0.520000000000000000E+02   -0.249059508438016055E+05
    0.120000000000000000E+02    0.410000000000000000E+02    0.800000000000000000E+02   -0.249057710536109553E+05
    0.140000000000000000E+02    0.370000000000000000E+02    0.730000000000000000E+02   -0.249057700120693735E+05
    0.130000000000000000E+02    0.370000000000000000E+02    0.740000000000000000E+02   -0.249057674463652656E+05
    0.210000000000000000E+02    0.530000000000000000E+02    0.190000000000000000E+02   -0.249057555489814004E+05
    0.110000000000000000E+02    0.640000000000000000E+02    0.100000000000000000E+02   -0.249057106533729675E+05
    0.160000000000000000E+02    0.370000000000000000E+02    0.200000000000000000E+02   -0.249056665586001582E+05
    0.110000000000000000E+02    0.470000000000000000E+02    0.680000000000000000E+02   -0.249056645476592603E+05
    0.900000000000000000E+01    0.430000000000000000E+02    0.240000000000000000E+02   -0.249055303220620990E+05
    0.160000000000000000E+02    0.380000000000000000E+02    0.540000000000000000E+02   -0.249054695783305942E+05
    0.150000000000000000E+02    0.410000000000000000E+02    0.250000000000000000E+02   -0.249054566466227043E+05
    0.140000000000000000E+02    0.560000000000000000E+02    0.670000000000000000E+02   -0.249054104293282981E+05
    0.160000000000000000E+02    0.460000000000000000E+02    0.530000000000000000E+02   -0.249052673386591050E+05
    0.100000000000000000E+02    0.360000000000000000E+02    0.520000000000000000E+02   -0.249051523005928029E+05
    0.900000000000000000E+01    0.620000000000000000E+02    0.130000000000000000E+02   -0.249051252785107754E+05
    0.190000000000000000E+02    0.500000000000000000E+02    0.300000000000000000E+02   -0.249050669542968972E+05
    0.150000000000000000E+02    0.420000000000000000E+02    0.510000000000000000E+02   -0.249049127143346341E+05
    0.170000000000000000E+02    0.460000000000000000E+02    0.210000000000000000E+02   -0.249048510278603680E+05
    0.110000000000000000E+02    0.400000000000000000E+02    0.680000000000000000E+02   -0.249047264988018651E+05
    0.100000000000000000E+02    0.610000000000000000E+02    0.350000000000000000E+02   -0.249045391461643376E+05
    0.170000000000000000E+02    0.470000000000000000E+02    0.270000000000000000E+02   -0.249045271745976861E+05
    0.150000000000000000E+02    0.550000000000000000E+02    0.580000000000000000E+02   -0.249045013725649042E+05
    0.120000000000000000E+02    0.440000000000000000E+02    0.590000000000000000E+02   -0.249044768475565215E+05
    0.110000000000000000E+02    0.420000000000000000E+02    0.180000000000000000E+02   -0.249044178160136216E+05
    0.900000000000000000E+01    0.400000000000000000E+02    0.490000000000000000E+02   -0.249043363551890870E+05
    0.170000000000000000E+02    0.470000000000000000E+02    0.230000000000000000E+02   -0.249043314758855668E+05
    0.130000000000000000E+02    0.350000000000000000E+02    0.250000000000000000E+02   -0.249043279619133064E+05
    0.160000000000000000E+02    0.590000000000000000E+02    0.480000000000000000E+02   -0.249043194270036474E+05
    0.130000000000000000E+02    0.390000000000000000E+02    0.620000000000000000E+02   -0.249042886611682552E+05
    0.130000000000000000E+02    0.340000000000000000E+02    0.420000000000000000E+02   -0.249042850604226842E+05
    0.110000000000000000E+02    0.410000000000000000E+02    0.660000000000000000E+02   -0.249042443122752011E+05
    0.130000000000000000E+02    0.340000000000000000E+02    0.310000000000000000E+02   -0.249042028670604195E+05
    0.900000000000000000E+01    0.580000000000000000E+02    0.460000000000000000E+02   -0.249041269155631308E+05
    0.130000000000000000E+02    0.550000000000000000E+02    0.640000000000000000E+02   -0.249041123534701110E+05
    0.800000000000000000E+01    0.600000000000000000E+02    0.100000000000000000E+02   -0.249041015163135962E+05
    0.900000000000000000E+01    0.460000000000000000E+02    0.330000000000000000E+02   -0.249040992524322210E+05
    0.900000000000000000E+01    0.390000000000000000E+02    0.430000000000000000E+02   -0.249040858083421881E+05
    0.140000000000000000E+02    0.450000000000000000E+02    0.480000000000000000E+02   -0.249040631389261980E+05
